Artikelnummer,FAQ
C9350-24T,"Ist dies ein originales Cisco-Produkt?||Ja. Der C9350-24T ist Cisco-Original-Neuware aus der Catalyst-9350-Smart-Switch-Serie – versiegelt geliefert und für den Betrieb unter Cisco IOS XE vorgesehen.##Wie viele Ports hat der C9350-24T?||Der C9350-24T bietet 24 Downlink-Ports: 24× Gigabit-RJ45 (Data); die Uplinks ergänzt ein modulares C9350-NM-Netzwerkmodul.##Unterstützt der C9350-24T Layer-3-Routing?||Ja. Der C9350-24T ist trotz der Bezeichnung „Smart Switch“ ein vollwertiger Managed Switch (L3) und beherrscht unter Cisco IOS XE IP-Routing, BGP-EVPN und SD-Access.##Welche Lizenzierung nutzt der C9350-24T?||Der C9350-24T wird über die Cisco Networking Subscription (Abonnement) lizenziert – es gibt keine perpetuellen -A/-E-Tiers wie bei der Catalyst-9300/9500-Serie."
C9350-48T,"Ist dies ein originales Cisco-Produkt?||Ja. Der C9350-48T ist Cisco-Original-Neuware aus der Catalyst-9350-Smart-Switch-Serie – versiegelt geliefert und für den Betrieb unter Cisco IOS XE vorgesehen.##Wie viele Ports hat der C9350-48T?||Der C9350-48T bietet 48 Downlink-Ports: 48× Gigabit-RJ45 (Data); die Uplinks ergänzt ein modulares C9350-NM-Netzwerkmodul.##Unterstützt der C9350-48T Layer-3-Routing?||Ja. Der C9350-48T ist trotz der Bezeichnung „Smart Switch“ ein vollwertiger Managed Switch (L3) und beherrscht unter Cisco IOS XE IP-Routing, BGP-EVPN und SD-Access.##Welche Lizenzierung nutzt der C9350-48T?||Der C9350-48T wird über die Cisco Networking Subscription (Abonnement) lizenziert – es gibt keine perpetuellen -A/-E-Tiers wie bei der Catalyst-9300/9500-Serie."
C9350-24P,"Ist dies ein originales Cisco-Produkt?||Ja. Der C9350-24P ist Cisco-Original-Neuware aus der Catalyst-9350-Smart-Switch-Serie – versiegelt geliefert und für den Betrieb unter Cisco IOS XE vorgesehen.##Wie viele Ports hat der C9350-24P?||Der C9350-24P bietet 24 Downlink-Ports: 24× Gigabit-RJ45 (PoE+, 30 W); die Uplinks ergänzt ein modulares C9350-NM-Netzwerkmodul.##Wie hoch ist das PoE-Budget des C9350-24P?||Der C9350-24P stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 720 W) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Welche Lizenzierung nutzt der C9350-24P?||Der C9350-24P wird über die Cisco Networking Subscription (Abonnement) lizenziert – es gibt keine perpetuellen -A/-E-Tiers wie bei der Catalyst-9300/9500-Serie."
C9350-48P,"Ist dies ein originales Cisco-Produkt?||Ja. Der C9350-48P ist Cisco-Original-Neuware aus der Catalyst-9350-Smart-Switch-Serie – versiegelt geliefert und für den Betrieb unter Cisco IOS XE vorgesehen.##Wie viele Ports hat der C9350-48P?||Der C9350-48P bietet 48 Downlink-Ports: 48× Gigabit-RJ45 (PoE+, 30 W); die Uplinks ergänzt ein modulares C9350-NM-Netzwerkmodul.##Wie hoch ist das PoE-Budget des C9350-48P?||Der C9350-48P stellt Ja (PoE+ 802.3at, 30 W/Port, Budget 1.440 W) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Welche Lizenzierung nutzt der C9350-48P?||Der C9350-48P wird über die Cisco Networking Subscription (Abonnement) lizenziert – es gibt keine perpetuellen -A/-E-Tiers wie bei der Catalyst-9300/9500-Serie."
C9350-24U,"Ist dies ein originales Cisco-Produkt?||Ja. Der C9350-24U ist Cisco-Original-Neuware aus der Catalyst-9350-Smart-Switch-Serie – versiegelt geliefert und für den Betrieb unter Cisco IOS XE vorgesehen.##Wie viele Ports hat der C9350-24U?||Der C9350-24U bietet 24 Downlink-Ports: 24× Gigabit-RJ45 (UPOE, 60 W); die Uplinks ergänzt ein modulares C9350-NM-Netzwerkmodul.##Wie hoch ist das PoE-Budget des C9350-24U?||Der C9350-24U stellt Ja (Cisco UPOE 802.3bt Type 3, 60 W/Port, Budget 1.440 W) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Welche Lizenzierung nutzt der C9350-24U?||Der C9350-24U wird über die Cisco Networking Subscription (Abonnement) lizenziert – es gibt keine perpetuellen -A/-E-Tiers wie bei der Catalyst-9300/9500-Serie."
C9350-48U,"Ist dies ein originales Cisco-Produkt?||Ja. Der C9350-48U ist Cisco-Original-Neuware aus der Catalyst-9350-Smart-Switch-Serie – versiegelt geliefert und für den Betrieb unter Cisco IOS XE vorgesehen.##Wie viele Ports hat der C9350-48U?||Der C9350-48U bietet 48 Downlink-Ports: 48× Gigabit-RJ45 (UPOE, 60 W); die Uplinks ergänzt ein modulares C9350-NM-Netzwerkmodul.##Wie hoch ist das PoE-Budget des C9350-48U?||Der C9350-48U stellt Ja (Cisco UPOE 802.3bt Type 3, 60 W/Port, Budget 2.880 W) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Welche Lizenzierung nutzt der C9350-48U?||Der C9350-48U wird über die Cisco Networking Subscription (Abonnement) lizenziert – es gibt keine perpetuellen -A/-E-Tiers wie bei der Catalyst-9300/9500-Serie."
C9350-24HX,"Ist dies ein originales Cisco-Produkt?||Ja. Der C9350-24HX ist Cisco-Original-Neuware aus der Catalyst-9350-Smart-Switch-Serie – versiegelt geliefert und für den Betrieb unter Cisco IOS XE vorgesehen.##Wie viele Ports hat der C9350-24HX?||Der C9350-24HX bietet 24 Downlink-Ports: 24× 10G-Multigigabit-RJ45 (UPOE+, 90 W); die Uplinks ergänzt ein modulares C9350-NM-Netzwerkmodul.##Wie hoch ist das PoE-Budget des C9350-24HX?||Der C9350-24HX stellt Ja (Cisco UPOE+ 802.3bt Type 4, 90 W/Port, Budget 2.160 W) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Welche Lizenzierung nutzt der C9350-24HX?||Der C9350-24HX wird über die Cisco Networking Subscription (Abonnement) lizenziert – es gibt keine perpetuellen -A/-E-Tiers wie bei der Catalyst-9300/9500-Serie."
C9350-48HX,"Ist dies ein originales Cisco-Produkt?||Ja. Der C9350-48HX ist Cisco-Original-Neuware aus der Catalyst-9350-Smart-Switch-Serie – versiegelt geliefert und für den Betrieb unter Cisco IOS XE vorgesehen.##Wie viele Ports hat der C9350-48HX?||Der C9350-48HX bietet 48 Downlink-Ports: 48× 10G-Multigigabit-RJ45 (UPOE+, 90 W); die Uplinks ergänzt ein modulares C9350-NM-Netzwerkmodul.##Wie hoch ist das PoE-Budget des C9350-48HX?||Der C9350-48HX stellt Ja (Cisco UPOE+ 802.3bt Type 4, 90 W/Port, Budget 4.320 W) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Welche Lizenzierung nutzt der C9350-48HX?||Der C9350-48HX wird über die Cisco Networking Subscription (Abonnement) lizenziert – es gibt keine perpetuellen -A/-E-Tiers wie bei der Catalyst-9300/9500-Serie."
C9350-48HXN,"Ist dies ein originales Cisco-Produkt?||Ja. Der C9350-48HXN ist Cisco-Original-Neuware aus der Catalyst-9350-Smart-Switch-Serie – versiegelt geliefert und für den Betrieb unter Cisco IOS XE vorgesehen.##Wie viele Ports hat der C9350-48HXN?||Der C9350-48HXN bietet 48 Downlink-Ports: 48× 10G-Multigigabit-RJ45 (UPOE+, 90 W); die Uplinks ergänzt ein modulares C9350-NM-Netzwerkmodul.##Wie hoch ist das PoE-Budget des C9350-48HXN?||Der C9350-48HXN stellt Ja (Cisco UPOE+ 802.3bt Type 4, 90 W/Port, Budget 4.320 W) bereit und versorgt angeschlossene Geräte direkt über das Netzwerkkabel.##Welche Lizenzierung nutzt der C9350-48HXN?||Der C9350-48HXN wird über die Cisco Networking Subscription (Abonnement) lizenziert – es gibt keine perpetuellen -A/-E-Tiers wie bei der Catalyst-9300/9500-Serie."
C9350-48TX,"Ist dies ein originales Cisco-Produkt?||Ja. Der C9350-48TX ist Cisco-Original-Neuware aus der Catalyst-9350-Smart-Switch-Serie – versiegelt geliefert und für den Betrieb unter Cisco IOS XE vorgesehen.##Wie viele Ports hat der C9350-48TX?||Der C9350-48TX bietet 48 Downlink-Ports: 48× 10G-Multigigabit-RJ45 (Data); die Uplinks ergänzt ein modulares C9350-NM-Netzwerkmodul.##Unterstützt der C9350-48TX Layer-3-Routing?||Ja. Der C9350-48TX ist trotz der Bezeichnung „Smart Switch“ ein vollwertiger Managed Switch (L3) und beherrscht unter Cisco IOS XE IP-Routing, BGP-EVPN und SD-Access.##Welche Lizenzierung nutzt der C9350-48TX?||Der C9350-48TX wird über die Cisco Networking Subscription (Abonnement) lizenziert – es gibt keine perpetuellen -A/-E-Tiers wie bei der Catalyst-9300/9500-Serie."
