Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
R0X31A,,Switch,Modultyp,Management-Modul,19,Wertliste,Attribut
R0X31A,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
R0X44A,,Switch,Portanzahl,48,3,Wertliste,Attribut
R0X44A,,Switch,Port-Konfiguration,48× SFP28 (1/10/25G),4,Wertliste,Attribut
R0X44A,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
R0X44A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R0X44A,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
R0X45A,,Switch,Portanzahl,12,3,Wertliste,Attribut
R0X45A,,Switch,Port-Konfiguration,12× QSFP28 (40/100G),4,Wertliste,Attribut
R0X45A,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
R0X45A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R0X45A,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
R0X41A,,Switch,Portanzahl,52,3,Wertliste,Attribut
R0X41A,,Switch,Port-Konfiguration,"48× HPE Smart Rate (1/2.5/5G, Class 6 PoE) + 4× SFP56 (50G, Uplink)",4,Wertliste,Attribut
R0X41A,,Switch,PoE,"Ja (IEEE 802.3bt Class 6, 60 W/Port; Gesamt-PoE-Budget PSU-/konfigurationsabhängig, ZU_VERIFIZIEREN)",7,Wertliste,Attribut
R0X41A,,Switch,Switching-Kapazität,ZU_VERIFIZIEREN (modellspezifischer Wert nicht im Datenblatt ausgewiesen),8,Wertliste,Attribut
R0X41A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
R0X41A,,Switch,Kompatible Serie,Aruba CX 6400,20,Wertliste,Attribut
